"Player","Team","Positions","PTS","REB","AST","BLK","STL","FG%","FT%","3PM","TO","GP","MIN","FTM","2PM","A/TO","PF"
"RJ Barrett","NYK","SG,SF","19.6","5.0","2.8","0.2","0.4",".434",".740","1.7","2.2","73","33.9","4.0","5.3","1.23","2.5"
"Fred VanVleet","TOR","PG,SG","19.3","4.1","7.2","0.6","1.8",".393",".898","3.0","2.0","69","36.7","3.7","3.3","3.54","2.8"
"Jrue Holiday","MIL","PG,SG","19.3","5.1","7.4","0.4","1.2",".479",".859","2.4","2.9","67","32.6","2.3","5.0","2.51","1.7"
"Kevin Porter Jr.","HOU","SG,SF,PG OUT","19.2","5.3","5.7","0.3","1.4",".442",".784","2.4","3.2","59","34.3","3.5","4.2","1.80","2.6"
"Franz Wagner","ORL","SG,SF","18.6","4.1","3.5","0.2","1.0",".485",".842","1.6","2.1","80","32.6","3.4","5.2","1.69","2.3"
"Devin Vassell","SAS","SG,SF DTD","18.5","3.9","3.6","0.4","1.1",".439",".780","2.7","1.5","38","31.0","2.1","4.2","2.39","1.5"
"D'Angelo Russell","LAL","PG,SG","17.8","3.0","6.2","0.4","1.0",".470",".829","2.7","2.6","71","32.5","2.5","3.5","2.35","2.0"
"Gary Trent Jr.","TOR","SG,SF DTD","17.4","2.6","1.6","0.2","1.6",".433",".839","2.5","0.8","66","32.1","2.6","3.6","1.93","1.5"
"Spencer Dinwiddie","BKN","PG,SG","17.3","3.4","6.5","0.3","0.8",".438",".812","2.3","1.8","79","34.5","3.4","3.5","3.54","2.4"
"Andrew Wiggins","GSW","SG,SF DTD","17.1","5.0","2.3","0.8","1.2",".473",".611","2.4","1.3","37","32.2","1.2","4.4","1.77","2.9"
"Norman Powell","LAC","SG,SF","17.0","2.9","1.8","0.3","0.8",".479",".812","1.9","1.7","60","26.1","3.8","3.8","1.09","2.1"
"Buddy Hield","IND","SG,SF","16.8","5.0","2.8","0.3","1.2",".458",".822","3.6","1.7","80","31.0","1.3","2.3","1.62","2.0"
"Josh Giddey","OKC","PG,SG","16.6","7.9","6.2","0.4","0.8",".482",".731","1.0","2.8","76","31.1","1.4","6.1","2.22","1.9"
"Skylar Mays","POR","PG,SG","15.3","3.2","8.3","0.2","1.0",".500",".923","2.0","1.7","6","31.5","2.0","3.7","5.00","1.8"
"Kevin Huerter","SAC","SG,SF DTD","15.2","3.3","2.9","0.3","1.1",".485",".725","2.7","1.3","75","29.4","1.3","2.9","2.28","2.4"
"Khris Middleton","MIL","SF,PF,SG","15.1","4.2","4.9","0.2","0.7",".436",".902","1.5","2.2","33","24.3","2.8","3.8","2.30","2.1"
"Malcolm Brogdon","BOS","PG,SG DTD","14.9","4.2","3.7","0.3","0.7",".484",".870","2.0","1.5","67","26.0","2.4","3.3","2.53","1.6"
"Gordon Hayward","CHA","SG,SF OUT","14.7","4.3","4.1","0.2","0.8",".475",".811","1.0","2.0","50","31.5","2.6","4.5","2.08","1.4"
"Trey Murphy III","NOR","SG,SF","14.5","3.6","1.4","0.5","1.1",".484",".905","2.6","0.8","79","31.0","2.2","2.3","1.84","2.0"
"Tim Hardaway Jr.","DAL","SG,SF OUT","14.4","3.5","1.8","0.2","0.7",".401",".770","3.0","0.8","71","30.3","1.8","1.8","2.17","1.7"
"Dillon Brooks","MEM","SG,SF DTD","14.3","3.3","2.6","0.2","0.9",".396",".779","2.0","1.4","73","30.3","1.6","3.4","1.82","3.3"
"Collin Sexton","UTH","PG,SG DTD","14.3","2.2","2.9","0.1","0.6",".506",".819","1.0","1.8","48","23.9","3.4","3.9","1.62","2.3"
"Jalen Williams","OKC","SG","14.1","4.5","3.3","0.5","1.4",".521",".812","1.0","1.6","75","30.3","2.1","4.5","2.02","2.5"
"Markelle Fultz","ORL","PG,SG","14.0","3.9","5.7","0.4","1.5",".514",".783","0.5","2.3","60","29.6","1.9","5.4","2.45","2.2"
"Bogdan Bogdanovic","ATL","SF,PF,SG","14.0","3.1","2.8","0.3","0.8",".447",".831","2.7","1.2","54","27.9","1.2","2.4","2.31","1.6"
"Luguentz Dort","OKC","SG,SF","13.7","4.6","2.1","0.3","1.0",".388",".772","1.8","1.2","74","30.7","2.7","2.8","1.67","3.3"
"Malik Monk","SAC","PG,SG","13.5","2.6","3.9","0.3","0.6",".449",".889","1.9","1.9","77","22.3","2.4","2.8","2.04","1.6"
"Kris Dunn","UTH","PG,SG","13.2","4.5","5.6","0.5","1.1",".537",".774","0.8","1.6","22","25.8","1.9","4.5","3.54","2.6"
"Austin Reaves","LAL","SG","13.0","3.0","3.4","0.3","0.5",".529",".864","1.3","1.5","64","28.8","3.6","2.7","2.17","1.7"
"Alec Burks","DET","SG,SF","12.8","3.1","2.2","0.2","0.7",".436",".814","1.9","1.1","51","22.0","3.0","2.0","1.97","1.9"
"Malik Beasley","LAL","PG,SG,SF","12.7","3.5","1.5","0.1","0.8",".395",".769","2.9","1.1","81","25.8","0.6","1.7","1.38","1.3"
"Derrick White","BOS","PG,SG","12.4","3.6","3.9","0.9","0.7",".462",".875","1.8","1.2","82","28.3","2.0","2.5","3.38","2.2"
"Eric Gordon","LAC","SG,SF","12.4","1.9","2.7","0.4","0.6",".446",".821","1.9","1.5","69","28.5","2.1","2.3","1.76","1.1"
"Caris LeVert","CLE","SG,SF","12.1","3.8","3.9","0.3","1.0",".431",".722","1.7","1.6","74","30.3","1.8","2.6","2.47","2.3"
"Bones Hyland","LAC","PG,SG","11.8","2.4","3.1","0.3","0.7",".399",".843","2.1","1.5","56","19.4","1.5","2.0","2.10","1.7"
"Lonnie Walker IV","LAL","SG,SF","11.7","1.9","1.1","0.3","0.5",".448",".859","1.6","0.8","56","23.2","1.6","2.6","1.39","1.3"
"Bruce Brown Jr.","DEN","SG,SF","11.5","4.1","3.4","0.6","1.1",".483",".758","1.1","1.5","80","28.5","1.5","3.3","2.18","2.4"
"Max Strus","MIA","SG,SF","11.5","3.2","2.1","0.2","0.5",".410",".876","2.5","0.9","80","28.4","1.0","1.6","2.44","2.1"
"Marcus Smart","BOS","PG,SG","11.5","3.1","6.3","0.4","1.5",".415",".746","1.9","2.3","61","32.1","1.4","2.2","2.67","2.8"
"Quentin Grimes","NYK","SG","11.3","3.2","2.1","0.4","0.7",".468",".796","2.2","1.0","71","29.9","1.1","1.8","2.17","2.5"
"Corey Kispert","WAS","SG,SF","11.1","2.8","1.2","0.1","0.4",".497",".852","2.2","0.7","74","28.3","1.0","1.7","1.58","1.3"
"Kentavious Caldwell-Pope","DEN","PG,SG,SF","10.8","2.7","2.4","0.5","1.5",".462",".824","1.8","1.1","76","31.3","1.4","2.1","2.13","1.9"
"Jaylen Nowell","MIN","SG DTD","10.8","2.6","2.0","0.1","0.6",".449",".778","1.0","1.0","65","19.3","1.2","3.3","2.03","1.6"
"Talen Horton-Tucker","UTH","SG,SF","10.7","3.2","3.8","0.4","0.6",".419",".750","0.9","1.9","65","20.2","1.9","3.1","1.95","1.7"
"Victor Oladipo","MIA","SG,SF OUT","10.7","3.0","3.5","0.3","1.4",".397",".747","1.7","2.1","42","26.3","1.4","2.1","1.68","2.4"
"Cam Thomas","BKN","SG","10.6","1.7","1.4","0.1","0.4",".441",".868","0.9","1.1","57","16.6","2.6","2.6","1.24","1.0"
"Grayson Allen","MIL","SG,SF","10.4","3.3","2.3","0.2","0.9",".440",".905","2.0","1.0","72","27.4","1.6","1.4","2.26","1.6"
"Killian Hayes","DET","PG,SG","10.3","2.9","6.2","0.4","1.4",".377",".821","1.1","2.3","76","28.3","1.2","3.0","2.72","2.9"
"Monte Morris","WAS","PG,SG","10.3","3.4","5.3","0.2","0.7",".480",".831","1.3","1.0","62","27.4","1.0","2.7","5.43","1.2"
"Cameron Payne","PHO","PG,SG","10.3","2.2","4.5","0.2","0.7",".415",".766","1.4","1.7","48","20.2","1.0","2.5","2.64","1.8"
"Reggie Jackson","DEN","PG,SG","10.2","2.1","3.4","0.1","0.7",".411",".910","1.4","1.7","68","24.4","1.0","2.5","2.03","1.7"
"Malaki Branham","SAS","SG","10.2","2.7","1.9","0.1","0.5",".440",".829","1.2","1.2","66","23.5","0.9","2.9","1.67","1.7"
"De'Anthony Melton","PHI","PG,SG","10.1","4.1","2.6","0.5","1.6",".426",".793","2.0","1.3","77","27.9","0.9","1.6","1.95","2.5"
"Aaron Nesmith","IND","SG,SF","10.1","3.8","1.3","0.5","0.8",".427",".838","1.6","1.0","73","24.9","1.6","1.9","1.32","3.2"
"Josh Richardson","NOR","SG,SF","10.1","2.7","2.7","0.3","1.1",".431",".852","1.6","1.3","65","23.5","1.1","2.0","2.02","1.8"
"Shaedon Sharpe","POR","SG","9.9","3.0","1.2","0.3","0.5",".472",".714","1.3","1.0","80","22.2","0.9","2.6","1.13","1.7"
"Jalen Suggs","ORL","PG,SG","9.9","3.0","2.9","0.5","1.3",".418",".723","1.2","1.8","53","23.5","1.6","2.3","1.65","2.3"
"Josh Hart","NYK","SG,SF","9.8","7.8","3.8","0.3","1.2",".529",".750","0.8","1.5","76","32.3","1.7","2.8","2.48","2.6"
"Coby White","CHI","PG,SG","9.7","2.9","2.8","0.1","0.7",".443",".871","1.7","1.0","74","23.4","0.8","1.8","2.76","1.6"
"Cam Reddish","POR","SG,SF DTD","9.7","2.2","1.4","0.4","1.0",".444",".853","1.1","1.2","40","24.7","1.6","2.4","1.21","1.8"
"Isaiah Joe","OKC","SG","9.5","2.4","1.2","0.1","0.7",".441",".820","2.2","0.5","73","19.1","1.1","0.9","2.26","1.4"
"Donte DiVincenzo","GSW","PG,SG","9.4","4.5","3.5","0.1","1.3",".435",".817","2.1","1.6","72","26.3","0.8","1.2","2.25","1.8"
"Gabe Vincent","MIA","PG,SG","9.4","2.1","2.5","0.1","0.9",".402",".872","1.7","1.4","68","25.9","1.0","1.6","1.82","2.3"
"Luke Kennard","MEM","SG,SF","9.3","2.7","1.5","0.1","0.5",".492",".949","2.3","0.8","59","22.3","0.6","0.9","1.98","1.4"
"Hamidou Diallo","DET","SG,SF","9.3","3.5","1.0","0.3","0.9",".573",".588","0.1","1.3","56","17.8","1.6","3.8","0.77","2.2"
"Deni Avdija","WAS","SG,SF,PF","9.2","6.4","2.8","0.4","0.9",".437",".739","0.9","1.6","76","26.6","1.6","2.4","1.72","2.8"
"Seth Curry","BKN","PG,SG","9.2","1.6","1.6","0.1","0.6",".463",".927","1.5","0.8","61","19.8","0.8","1.9","1.94","1.6"
"Josh Green","DAL","SG,SF","9.1","3.0","1.7","0.1","0.7",".537",".723","1.1","1.2","60","25.7","1.1","2.3","1.43","2.6"
"Terance Mann","LAC","SF,SG","8.8","3.4","2.3","0.3","0.5",".520",".780","1.0","1.0","81","23.1","1.1","2.4","2.30","1.8"
"Shaquille Harrison","LAL","SG,SF,PG","8.8","4.4","6.0","0.4","2.2",".417",".733","0.6","1.2","5","24.0","2.2","2.4","5.00","2.4"
"T.J. McConnell","IND","PG,SG DTD","8.7","3.1","5.3","0.1","1.1",".543",".853","0.3","1.9","75","20.4","0.8","3.4","2.78","1.4"
"Landry Shamet","PHO","PG,SG","8.7","1.7","2.3","0.1","0.7",".377",".882","1.9","0.9","40","20.2","1.1","1.0","2.58","1.5"
"Ayo Dosunmu","CHI","PG,SG","8.6","2.8","2.6","0.3","0.8",".493",".805","0.7","1.2","80","26.2","0.8","2.8","2.08","2.3"
"Shake Milton","PHI","PG,SG DTD","8.4","2.5","3.1","0.2","0.3",".479",".853","0.7","1.2","76","20.6","1.3","2.4","2.53","1.6"
"Terrence Ross","PHO","SG,SF","8.3","2.4","1.5","0.2","0.6",".430",".794","1.5","0.7","63","21.1","0.4","1.7","2.21","1.5"
"Gary Harris","ORL","SG,SF","8.3","2.0","1.2","0.3","0.9",".450",".900","2.0","0.6","48","24.7","0.6","0.9","2.11","1.9"
"Damion Lee","PHO","SG,SF","8.2","3.0","1.3","0.1","0.4",".443",".904","1.5","1.1","74","20.4","1.3","1.2","1.27","1.6"
"Jevon Carter","MIL","PG,SG DTD","8.0","2.5","2.4","0.4","0.8",".423",".816","1.8","1.0","81","22.4","0.4","1.2","2.53","2.0"
"Chris Duarte","IND","SG OUT","7.9","2.5","1.4","0.2","0.5",".369",".847","1.2","0.9","46","19.5","1.3","1.5","1.56","1.4"
"Tre Mann","OKC","SG,PG","7.7","2.3","1.8","0.2","0.6",".393",".764","1.2","0.9","67","17.7","0.6","1.7","1.94","1.5"
"Joe Harris","BKN","SG,SF","7.6","2.2","1.4","0.2","0.5",".457",".643","1.9","0.6","74","20.6","0.2","0.8","2.46","1.9"
"Pat Connaughton","MIL","SG,SF","7.6","4.6","1.3","0.2","0.6",".392",".659","1.8","0.5","61","23.7","0.4","0.9","2.33","1.1"
"Torrey Craig","PHO","SG,SF","7.4","5.4","1.5","0.8","0.6",".456",".711","1.3","0.9","79","24.7","0.4","1.6","1.60","2.3"
"Devonte' Graham","SAS","PG,SG DTD","7.4","1.7","2.7","0.2","0.6",".374",".748","1.6","0.7","73","18.3","1.3","0.6","3.70","1.1"
"Delon Wright","WAS","PG,SG OUT","7.4","3.6","3.9","0.3","1.8",".473",".867","0.8","0.9","50","24.4","1.0","1.9","4.41","1.2"
"Josh Okogie","PHO","SG,SF","7.3","3.5","1.5","0.5","0.8",".391",".724","0.9","0.9","72","18.8","1.9","1.3","1.67","1.6"
"Reggie Bullock","DAL","SG,SF OUT","7.2","3.6","1.4","0.2","0.7",".409",".703","1.9","0.5","78","30.3","0.3","0.5","3.00","2.1"
"Troy Brown Jr.","LAL","SG,SF","7.1","4.1","1.3","0.2","0.8",".430",".872","1.4","0.6","76","24.5","0.4","1.2","1.94","1.6"
"Kendrick Nunn","WAS","PG,SG","7.1","1.6","1.3","0.1","0.4",".424",".854","1.1","0.9","70","13.8","0.5","1.6","1.36","0.9"
"Edmond Sumner","BKN","PG,SG,SF DTD","7.1","1.5","1.3","0.2","0.6",".461",".917","0.6","0.9","53","13.9","1.9","1.8","1.36","1.6"
"Eugene Omoruyi","DET","SG DTD","7.0","2.8","0.7","0.1","0.7",".443",".680","0.6","0.9","40","16.1","1.3","1.9","0.82","2.3"
"Joshua Primo","FA","SG FA","7.0","3.3","4.5","0.5","0.3",".346",".778","0.8","2.8","4","23.3","1.8","1.5","1.64","2.0"
"Joe Ingles","MIL","SG,SF,PF","6.9","2.8","3.3","0.1","0.7",".436",".857","1.8","1.2","46","22.7","0.4","0.5","2.73","1.6"
"Ty Jerome","GSW","PG,SG","6.9","1.7","3.0","0.1","0.5",".488",".927","0.8","0.7","45","18.1","0.8","1.8","4.50","1.4"
"Romeo Langford","SAS","SG DTD","6.9","2.7","1.2","0.3","0.6",".467",".696","0.4","0.7","43","19.6","0.9","2.4","1.67","1.6"
"Svi Mykhailiuk","CHA","SF,SG","6.9","1.7","1.7","0.1","0.5",".445",".667","1.3","0.8","32","14.6","0.8","1.1","2.21","0.7"
"Aaron Wiggins","OKC","SG,SF","6.8","3.0","1.1","0.2","0.6",".512",".831","0.7","0.8","70","18.5","0.8","2.0","1.45","1.6"
"Will Barton","TOR","SG,SF DTD","6.8","2.4","2.0","0.2","0.5",".379",".787","1.2","0.9","56","17.7","0.7","1.3","2.33","1.0"
"Terence Davis II","SAC","SG,SF","6.7","2.2","1.0","0.2","0.7",".423",".791","1.4","0.8","64","13.1","0.5","1.0","1.26","1.6"
"Brandon Boston Jr.","LAC","SG","6.5","1.4","0.9","0.0","0.4",".418",".763","0.5","0.5","22","11.3","1.3","1.8","1.67","1.0"
"Jay Scrubb","FA","SG,SF FA","6.5","3.0","0.5","0.0","1.0",".714",".500","1.0","1.5","2","15.1","0.5","1.5","0.33","1.0"
"Isaac Okoro","CLE","SG,SF","6.4","2.5","1.1","0.4","0.7",".494",".757","0.8","0.6","76","21.7","1.0","1.5","2.07","2.1"
"R.J. Hampton Jr.","DET","PG,SG","6.4","1.9","1.1","0.2","0.6",".430",".750","0.9","0.9","47","15.9","1.2","1.3","1.29","1.1"
"Duncan Robinson","MIA","SG,SF","6.4","1.6","1.1","0.0","0.3",".371",".906","1.5","0.7","42","16.5","0.7","0.6","1.64","1.8"
"Goran Dragic","MIL","PG,SG DTD","6.3","1.4","2.6","0.1","0.2",".421",".689","0.9","1.1","58","15.0","0.5","1.5","2.40","1.1"
"Patrick Beverley","CHI","PG,SG","6.2","3.7","2.9","0.6","0.9",".400",".723","1.2","0.9","67","27.1","0.7","1.0","3.23","2.8"
"Nickeil Alexander-Walker","MIN","SG,SF,PG","6.2","1.7","1.8","0.4","0.5",".444",".667","1.0","0.9","59","15.0","0.7","1.2","1.96","1.5"
"Jared Butler","OKC","SG","6.2","0.7","1.3","0.0","0.8",".469",".000","1.2","0.8","6","12.8","0.0","1.3","1.60","0.8"
"Nicolas Batum","LAC","SF,PF,SG","6.1","3.8","1.6","0.6","0.7",".420",".708","1.6","0.6","78","21.9","0.4","0.5","2.42","1.9"
"Evan Fournier","NYK","SG,SF","6.1","1.8","1.3","0.1","0.6",".337",".857","1.3","0.8","27","17.0","0.7","0.8","1.64","1.7"
"Josh Christopher","HOU","SG","5.8","1.1","1.1","0.2","0.5",".465",".750","0.3","0.9","64","12.3","0.7","2.1","1.22","0.9"
"Johnny Davis","WAS","SG","5.8","2.3","1.0","0.3","0.4",".386",".519","0.6","0.6","28","15.1","0.5","1.8","1.75","1.7"
"Ziaire Williams","MEM","SF,SG","5.7","2.1","0.9","0.2","0.4",".429",".773","0.7","1.0","37","15.2","0.5","1.6","0.95","1.6"
"Davion Mitchell","SAC","SG,PG","5.6","1.3","2.3","0.2","0.6",".454",".807","0.8","0.8","80","18.1","0.3","1.5","2.98","1.4"
"Alex Caruso","CHI","PG,SG DTD","5.6","2.9","2.9","0.7","1.5",".455",".808","0.8","1.1","67","23.4","0.9","1.1","2.51","2.4"
"James Bouknight","CHA","SG G-League","5.6","2.1","1.2","0.1","0.4",".358",".667","1.0","0.9","34","15.2","0.6","1.1","1.28","1.4"
"Derrick Rose","NYK","PG,SG","5.6","1.5","1.7","0.2","0.3",".384",".917","0.7","0.8","27","12.5","0.4","1.6","2.09","0.7"
"Rodney McGruder","DET","SG,SF OUT","5.5","2.2","0.8","0.0","0.5",".408",".818","1.2","0.3","33","15.9","0.5","0.6","2.55","1.2"
"Danny Green","CLE","SG,SF","5.5","1.3","0.5","0.3","0.5",".449","1.000","1.5","0.9","11","12.6","0.1","0.5","0.60","1.5"
"Bryce McGowens","CHA","SG","5.3","2.0","1.2","0.1","0.3",".396",".750","0.6","0.9","46","17.1","1.3","1.2","1.26","1.0"
"Javonte Green","CHI","PG,SG OUT","5.2","2.8","0.7","0.7","0.8",".565",".667","0.4","0.6","32","15.0","0.9","1.5","1.15","1.6"
"John Konchar","MEM","SG,PG","5.1","4.3","1.4","0.3","1.1",".431",".778","0.8","0.5","72","20.7","0.4","1.1","2.70","1.6"
"Derrick Jones Jr.","CHI","SG,SF","5.0","2.4","0.5","0.6","0.5",".500",".738","0.4","0.4","64","14.0","1.0","1.4","1.36","1.3"
"George Hill","IND","PG,SG","5.0","1.8","2.4","0.1","0.6",".470",".764","0.7","0.7","46","18.1","0.9","1.0","3.24","1.2"
"Blake Wesley","SAS","SG","5.0","2.2","2.6","0.1","0.7",".321",".591","0.5","1.8","37","18.1","0.7","1.3","1.51","1.8"
"Cody Martin","CHA","SG,SF OUT","5.0","3.4","1.6","0.1","0.6",".389",".571","0.4","0.3","7","19.1","0.6","1.6","5.50","1.9"
"Sam Merrill","CLE","SG,PG","5.0","1.8","1.0","0.0","0.8",".409","1.000","1.0","0.0","5","11.7","0.4","0.8","0.00","0.6"
"Austin Rivers","MIN","PG,SG DTD","4.9","1.6","1.4","0.1","0.5",".435",".769","0.8","0.4","52","19.5","0.6","0.9","3.26","1.5"
"Moses Moody","GSW","SF,SG","4.8","1.7","0.8","0.1","0.3",".476",".698","0.8","0.5","63","13.0","0.6","0.9","1.50","0.9"
"Danuel House Jr.","PHI","SF,PF,SG OUT","4.8","1.7","0.8","0.2","0.3",".472",".750","0.7","0.5","56","14.4","0.8","1.0","1.69","1.2"
"Garrison Mathews","ATL","SG,SF","4.8","1.4","0.5","0.1","0.4",".363",".906","1.2","0.4","54","12.7","0.9","0.2","1.37","1.1"
"Christian Braun","DEN","SG","4.7","2.4","0.8","0.2","0.5",".495",".625","0.4","0.5","76","15.5","0.5","1.4","1.69","1.3"
"Keon Johnson","POR","SF,SG","4.7","1.1","1.5","0.2","0.5",".376",".659","0.7","1.1","40","10.4","0.7","1.0","1.37","1.1"
"Kira Lewis Jr.","NOR","PG,SG","4.6","1.3","0.9","0.1","0.4",".455",".864","0.6","0.4","25","9.4","0.8","1.0","2.30","1.0"
"Gary Payton II","GSW","PG,SG","4.6","3.1","1.4","0.2","1.0",".594",".857","0.6","0.7","22","16.8","0.3","1.3","1.88","2.0"
"Justin Holiday","DAL","SG,SF","4.5","1.2","0.9","0.4","0.4",".378",".625","1.0","0.5","46","15.3","0.1","0.7","1.86","1.5"
"Haywood Highsmith","MIA","SG,SF","4.4","3.5","0.8","0.3","0.7",".431",".464","0.7","0.8","54","18.0","0.2","1.0","0.96","1.5"
"Jarrett Culver","FA","PG,SG,SF FA","4.4","3.8","0.6","0.2","0.6",".395",".692","0.1","0.7","10","13.7","0.9","1.6","0.86","1.4"
"Xavier Sneed","FA","SG FA","4.3","1.3","1.3","0.3","0.0",".500","1.000","0.8","0.8","4","12.1","1.0","0.5","1.67","1.8"
"Michael Carter-Williams","ORL","PG,SG","4.3","1.3","1.8","0.3","0.3",".429",".571","0.3","1.0","4","11.1","1.0","1.3","1.75","1.3"
"Ish Wainright","PHO","SG","4.2","2.3","0.9","0.4","0.6",".370",".839","1.0","0.4","60","15.3","0.4","0.5","2.41","2.0"
"Matisse Thybulle","POR","SG,SF DTD","4.1","2.0","0.7","0.5","1.2",".435",".679","0.8","0.3","71","16.9","0.3","0.8","2.21","1.6"
"Daishen Nix","HOU","SG,PG","4.0","1.7","2.3","0.1","0.5",".342",".667","0.7","1.5","57","16.0","0.4","0.7","1.53","1.0"
"Aaron Holiday","ATL","PG,SG","3.9","1.2","1.4","0.2","0.6",".418",".844","0.6","0.6","63","13.4","0.4","0.9","2.47","1.3"
